id,star name,distance,mass,radius,luminosity
731,NML Cygni,"05,251",50,"1,640 - 2,770","229,000"
732,NML Cygni,"05,251",50,"1,640 - 2,770","229,000"
733,NML Cygni,"05,251",50,"1,640 - 2,770","229,000"
734,NML Cygni,"05,251",50,"1,640 - 2,770","229,000"
735,NML Cygni,"05,251",50,"1,640 - 2,770","229,000"
736,VB 10,018.72,0.075,0.10,0.0004
737,VB 10,018.72,0.075,0.10,0.0004
738,VB 10,018.72,0.075,0.10,0.0004
739,VB 10,018.72,0.075,0.10,0.0004
740,VB 10,018.72,0.075,0.10,0.0004
741,VB 10,018.72,0.075,0.10,0.0004
742,VB 10,018.72,0.075,0.10,0.0004
743,VB 10,018.72,0.075,0.10,0.0004
744,WOH G64,"0163,000",<20,"1,540 - 1,730","340-589,000"
745,WOH G64,"0163,000",<20,"1,540 - 1,730","340-589,000"
746,WOH G64,"0163,000",<20,"1,540 - 1,730","340-589,000"
747,WOH G64,"0163,000",<20,"1,540 - 1,730","340-589,000"
748,WOH G64,"0163,000",<20,"1,540 - 1,730","340-589,000"
749,WOH G64,"0163,000",<20,"1,540 - 1,730","340-589,000"
750,WOH G64,"0163,000",<20,"1,540 - 1,730","340-589,000"
751,WOH G64,"0163,000",<20,"1,540 - 1,730","340-589,000"
752,TRAPPIST-1,039.6,0.089,0.12,0.0005
753,TRAPPIST-1,039.6,0.089,0.12,0.0005
754,TRAPPIST-1,039.6,0.089,0.12,0.0005
755,TRAPPIST-1,039.6,0.089,0.12,0.0005
756,TRAPPIST-1,039.6,0.089,0.12,0.0005
757,TRAPPIST-1,039.6,0.089,0.12,0.0005
758,TRAPPIST-1,039.6,0.089,0.12,0.0005
759,TRAPPIST-1,039.6,0.089,0.12,0.0005
760,2MASS J0523-1403,040.3,0.07,0.086,0.00013
761,2MASS J0523-1403,040.3,0.07,0.086,0.00013
762,2MASS J0523-1403,040.3,0.07,0.086,0.00013
763,2MASS J0523-1403,040.3,0.07,0.086,0.00013
764,2MASS J0523-1403,040.3,0.07,0.086,0.00013
765,2MASS J0523-1403,040.3,0.07,0.086,0.00013
766,2MASS J0523-1403,040.3,0.07,0.086,0.00013
767,2MASS J0523-1403,040.3,0.07,0.086,0.00013
768,WISE 0855−0714,07.27,0.003,?,?
769,WISE 0855−0714,07.27,0.003,?,?
770,WISE 0855−0714,07.27,0.003,?,?
771,WISE 0855−0714,07.27,0.003,?,?
772,WISE 0855−0714,07.27,0.003,?,?
773,WISE 0855−0714,07.27,0.003,?,?
774,WISE 0855−0714,07.27,0.003,?,?
775,WISE 0855−0714,07.27,0.003,?,?
776,Icarus,"014,400,000,000",33,?,"850,000"
777,Icarus,"014,400,000,000",33,?,"850,000"
778,Icarus,"014,400,000,000",33,?,"850,000"
779,Icarus,"014,400,000,000",33,?,"850,000"
780,Icarus,"014,400,000,000",33,?,"850,000"
781,Icarus,"014,400,000,000",33,?,"850,000"
782,Icarus,"014,400,000,000",33,?,"850,000"
783,Icarus,"014,400,000,000",33,?,"850,000"
